Date,Close bitcoin,Neuronas_n1,Neuronas_n2,Neuronas_n4,Neuronas_n8,Neuronas_n16,Neuronas_n32,Neuronas_n64,Neuronas_n128,Neuronas_n256,Neuronas_n512,Neuronas_n1024,Neuronas_n2048
2016-08-21,581.31,,,,,,,,,,,,
2016-08-22,586.75,,,,,,,,,,,,
2016-08-23,583.41,,,,,,,,,,,,
2016-08-24,580.18,,,,,,,,,,,,
2016-08-25,577.76,,,,,,,,,,,,
2016-08-26,579.65,,,,,,,,,,,,
2016-08-27,569.95,,,,,,,,,,,,
2016-08-28,573.91,,,,,,,,,,,,
2016-08-29,574.11,,,,,,,,,,,,
2016-08-30,577.5,,,,,,,,,,,,
2016-08-31,575.47,,,,,,,,,,,,
2016-09-01,572.3,,,,,,,,,,,,
2016-09-02,575.54,,,,,,,,,,,,
2016-09-03,598.21,,,,,,,,,,,,
2016-09-04,608.63,,,,,,,,,,,,
2016-09-05,606.59,,,,,,,,,,,,
2016-09-06,610.44,,,,,,,,,,,,
2016-09-07,614.54,,,,,,,,,,,,
2016-09-08,626.32,,,,,,,,,,,,
2016-09-09,622.86,,,,,,,,,,,,
2016-09-10,623.51,,,,,,,,,,,,
2016-09-11,606.72,,,,,,,,,,,,
2016-09-12,608.24,,,,,,,,,,,,
2016-09-13,609.24,,,,,,,,,,,,
2016-09-14,610.68,,,,,,,,,,,,
2016-09-15,607.16,,,,,,,,,,,,
2016-09-16,606.97,,,,,,,,,,,,
2016-09-17,605.98,,,,,,,,,,,,
2016-09-18,609.87,,,,,,,,,,,,
2016-09-19,609.23,,,,,,,,,,,,
2016-09-20,608.31,,,,,,,,,,,,
2016-09-21,597.15,,,,,,,,,,,,
2016-09-22,596.3,,,,,,,,,,,,
2016-09-23,602.84,,,,,,,,,,,,
2016-09-24,602.63,,,,,,,,,,,,
2016-09-25,600.83,,,,,,,,,,,,
2016-09-26,608.04,,,,,,,,,,,,
2016-09-27,606.17,,,,,,,,,,,,
2016-09-28,604.73,,,,,,,,,,,,
2016-09-29,605.69,,,,,,,,,,,,
2016-09-30,609.73,,,,,,,,,,,,
2016-10-01,613.98,,,,,,,,,,,,
2016-10-02,610.89,,,,,,,,,,,,
2016-10-03,612.13,,,,,,,,,,,,
2016-10-04,610.2,,,,,,,,,,,,
2016-10-05,612.51,,,,,,,,,,,,
2016-10-06,613.02,,,,,,,,,,,,
2016-10-07,617.12,,,,,,,,,,,,
2016-10-08,619.11,,,,,,,,,,,,
2016-10-09,616.75,,,,,,,,,,,,
2016-10-10,618.99,,,,,,,,,,,,
2016-10-11,641.07,,,,,,,,,,,,
2016-10-12,636.19,,,,,,,,,,,,
2016-10-13,636.79,,,,,,,,,,,,
2016-10-14,640.38,,,,,,,,,,,,
2016-10-15,638.65,,,,,,,,,,,,
2016-10-16,641.63,,,,,,,,,,,,
2016-10-17,639.19,,,,,,,,,,,,
2016-10-18,637.96,,,,,,,,,,,,
2016-10-19,630.52,,,,,,,,,,,,
2016-10-20,630.86,,,,,,,,,,,,
2016-10-21,632.83,,,,,,,,,,,,
2016-10-22,657.29,,,,,,,,,,,,
2016-10-23,657.07,,,,,,,,,,,,
2016-10-24,653.76,,,,,,,,,,,,
2016-10-25,657.59,,,,,,,,,,,,
2016-10-26,678.3,,,,,,,,,,,,
2016-10-27,688.31,,,,,,,,,,,,
2016-10-28,689.65,,,,,,,,,,,,
2016-10-29,714.48,,,,,,,,,,,,
2016-10-30,701.86,,,,,,,,,,,,
2016-10-31,700.97,,,,,,,,,,,,
2016-11-01,729.79,,,,,,,,,,,,
2016-11-02,740.83,,,,,,,,,,,,
2016-11-03,688.7,,,,,,,,,,,,
2016-11-04,703.23,,,,,,,,,,,,
2016-11-05,703.42,,,,,,,,,,,,
2016-11-06,711.52,,,,,,,,,,,,
2016-11-07,703.13,,,,,,,,,,,,
2016-11-08,709.85,,,,,,,,,,,,
2016-11-09,723.27,,,,,,,,,,,,
2016-11-10,715.53,,,,,,,,,,,,
2016-11-11,716.41,,,,,,,,,,,,
2016-11-12,705.05,,,,,,,,,,,,
2016-11-13,702.03,,,,,,,,,,,,
2016-11-14,705.02,,,,,,,,,,,,
2016-11-15,711.62,,,,,,,,,,,,
2016-11-16,744.2,,,,,,,,,,,,
2016-11-17,740.98,,,,,,,,,,,,
2016-11-18,751.59,,,,,,,,,,,,
2016-11-19,751.62,,,,,,,,,,,,
2016-11-20,731.03,,,,,,,,,,,,
2016-11-21,739.25,,,,,,,,,,,,
2016-11-22,751.35,,,,,,,,,,,,
2016-11-23,744.59,,,,,,,,,,,,
2016-11-24,740.29,,,,,,,,,,,,
2016-11-25,741.65,,,,,,,,,,,,
2016-11-26,735.38,,,,,,,,,,,,
2016-11-27,732.03,,,,,,,,,,,,
2016-11-28,735.81,,,,,,,,,,,,
2016-11-29,735.6,,,,,,,,,,,,
2016-11-30,745.69,,,,,,,,,,,,
2016-12-01,756.77,,,,,,,,,,,,
2016-12-02,777.94,,,,,,,,,,,,
2016-12-03,771.16,,,,,,,,,,,,
2016-12-04,773.87,,,,,,,,,,,,
2016-12-05,758.7,,,,,,,,,,,,
2016-12-06,764.22,,,,,,,,,,,,
2016-12-07,768.13,,,,,,,,,,,,
2016-12-08,770.81,,,,,,,,,,,,
2016-12-09,772.79,,,,,,,,,,,,
2016-12-10,774.65,,,,,,,,,,,,
2016-12-11,769.73,,,,,,,,,,,,
2016-12-12,780.09,,,,,,,,,,,,
2016-12-13,780.56,,,,,,,,,,,,
2016-12-14,781.48,,,,,,,,,,,,
2016-12-15,778.09,,,,,,,,,,,,
2016-12-16,784.91,,,,,,,,,,,,
2016-12-17,790.83,,,,,,,,,,,,
2016-12-18,790.53,,,,,,,,,,,,
2016-12-19,792.71,,,,,,,,,,,,
2016-12-20,800.88,,,,,,,,,,,,
2016-12-21,834.28,,,,,,,,,,,,
2016-12-22,864.54,,,,,,,,,,,,
2016-12-23,921.98,,,,,,,,,,,,
2016-12-24,898.82,,,,,,,,,,,,
2016-12-25,896.18,,,,,,,,,,,,
2016-12-26,907.61,,,,,,,,,,,,
2016-12-27,933.2,,,,,,,,,,,,
2016-12-28,975.92,,,,,,,,,,,,
2016-12-29,973.5,,,,,,,,,,,,
2016-12-30,961.24,,,,,,,,,,,,
2016-12-31,963.74,,,,,,,,,,,,
2017-01-01,998.33,,,,,,,,,,,,
2017-01-02,1021.75,,,,,,,,,,,,
2017-01-03,1043.84,,,,,,,,,,,,
2017-01-04,1154.73,,,,,,,,,,,,
2017-01-05,1013.38,,,,,,,,,,,,
2017-01-06,902.2,,,,,,,,,,,,
2017-01-07,908.59,,,,,,,,,,,,
2017-01-08,911.2,,,,,,,,,,,,
2017-01-09,902.83,,,,,,,,,,,,
2017-01-10,907.68,,,,,,,,,,,,
2017-01-11,777.76,,,,,,,,,,,,
2017-01-12,804.83,,,,,,,,,,,,
2017-01-13,823.98,,,,,,,,,,,,
2017-01-14,818.41,,,,,,,,,,,,
2017-01-15,821.8,,,,,,,,,,,,
2017-01-16,831.53,,,,,,,,,,,,
2017-01-17,907.94,,,,,,,,,,,,
2017-01-18,886.62,,,,,,,,,,,,
2017-01-19,899.07,,,,,,,,,,,,
2017-01-20,895.03,,,,,,,,,,,,
2017-01-21,921.79,,,,,,,,,,,,
2017-01-22,924.67,,,,,,,,,,,,
2017-01-23,921.01,,,,,,,,,,,,
2017-01-24,892.69,,,,,,,,,,,,
2017-01-25,901.54,,,,,,,,,,,,
2017-01-26,917.59,,,,,,,,,,,,
2017-01-27,919.75,,,,,,,,,,,,
2017-01-28,921.59,,,,,,,,,,,,
2017-01-29,919.5,,,,,,,,,,,,
2017-01-30,920.38,,,,,,,,,,,,
2017-01-31,970.4,,,,,,,,,,,,
2017-02-01,989.02,,,,,,,,,,,,
2017-02-02,1011.8,,,,,,,,,,,,
2017-02-03,1029.91,,,,,,,,,,,,
2017-02-04,1042.9,,,,,,,,,,,,
2017-02-05,1027.34,,,,,,,,,,,,
2017-02-06,1038.15,,,,,,,,,,,,
2017-02-07,1061.35,,,,,,,,,,,,
2017-02-08,1063.07,,,,,,,,,,,,
2017-02-09,994.38,,,,,,,,,,,,
2017-02-10,988.67,,,,,,,,,,,,
2017-02-11,1004.45,,,,,,,,,,,,
2017-02-12,999.18,,,,,,,,,,,,
2017-02-13,990.64,,,,,,,,,,,,
2017-02-14,1004.55,,,,,,,,,,,,
2017-02-15,1007.48,,,,,,,,,,,,
2017-02-16,1027.44,,,,,,,,,,,,
2017-02-17,1046.21,,,,,,,,,,,,
2017-02-18,1054.42,,,,,,,,,,,,
2017-02-19,1047.87,,,,,,,,,,,,
2017-02-20,1079.98,,,,,,,,,,,,
2017-02-21,1115.3,,,,,,,,,,,,
2017-02-22,1117.44,,,,,,,,,,,,
2017-02-23,1166.72,,,,,,,,,,,,
2017-02-24,1173.68,,,,,,,,,,,,
2017-02-25,1143.84,,,,,,,,,,,,
2017-02-26,1165.2,,,,,,,,,,,,
2017-02-27,1179.97,,,,,,,,,,,,
2017-02-28,1179.97,,,,,,,,,,,,
2017-03-01,1222.5,,,,,,,,,,,,
2017-03-02,1251.01,,,,,,,,,,,,
2017-03-03,1274.99,,,,,,,,,,,,
2017-03-04,1255.15,,,,,,,,,,,,
2017-03-05,1267.12,,,,,,,,,,,,
2017-03-06,1272.83,,,,,,,,,,,,
2017-03-07,1223.54,,,,,,,,,,,,
2017-03-08,1150.0,,,,,,,,,,,,
2017-03-09,1188.49,,,,,,,,,,,,
2017-03-10,1116.72,,,,,,,,,,,,
2017-03-11,1175.83,,,,,,,,,,,,
2017-03-12,1221.38,,,,,,,,,,,,
2017-03-13,1231.92,,,,,,,,,,,,
2017-03-14,1240.0,,,,,,,,,,,,
2017-03-15,1249.61,,,,,,,,,,,,
2017-03-16,1187.81,,,,,,,,,,,,
2017-03-17,1100.23,,,,,,,,,,,,
2017-03-18,973.82,,,,,,,,,,,,
2017-03-19,1036.74,,,,,,,,,,,,
2017-03-20,1054.23,,,,,,,,,,,,
2017-03-21,1120.54,,,,,,,,,,,,
2017-03-22,1049.14,,,,,,,,,,,,
2017-03-23,1038.59,,,,,,,,,,,,
2017-03-24,937.52,,,,,,,,,,,,
2017-03-25,972.78,,,,,,,,,,,,
2017-03-26,966.72,,,,,,,,,,,,
2017-03-27,1045.77,,,,,,,,,,,,
2017-03-28,1047.15,,,,,,,,,,,,
2017-03-29,1039.97,,,,,,,,,,,,
2017-03-30,1026.43,,,,,,,,,,,,
2017-03-31,1071.79,,,,,,,,,,,,
2017-04-01,1080.5,,,,,,,,,,,,
2017-04-02,1102.17,,,,,,,,,,,,
2017-04-03,1143.81,,,,,,,,,,,,
2017-04-04,1133.25,,,,,,,,,,,,
2017-04-05,1124.78,,,,,,,,,,,,
2017-04-06,1182.68,,,,,,,,,,,,
2017-04-07,1176.9,,,,,,,,,,,,
2017-04-08,1175.95,,,,,,,,,,,,
2017-04-09,1187.87,,,,,,,,,,,,
2017-04-10,1187.13,,,,,,,,,,,,
2017-04-11,1205.01,,,,,,,,,,,,
2017-04-12,1200.37,,,,,,,,,,,,
2017-04-13,1169.28,,,,,,,,,,,,
2017-04-14,1167.54,,,,,,,,,,,,
2017-04-15,1172.52,,,,,,,,,,,,
2017-04-16,1182.94,,,,,,,,,,,,
2017-04-17,1193.91,,,,,,,,,,,,
2017-04-18,1211.67,,,,,,,,,,,,
2017-04-19,1210.29,,,,,,,,,,,,
2017-04-20,1229.08,,,,,,,,,,,,
2017-04-21,1222.05,,,,,,,,,,,,
2017-04-22,1231.71,,,,,,,,,,,,
2017-04-23,1207.21,,,,,,,,,,,,
2017-04-24,1250.15,,,,,,,,,,,,
2017-04-25,1265.49,,,,,,,,,,,,
2017-04-26,1281.08,,,,,,,,,,,,
2017-04-27,1317.73,,,,,,,,,,,,
2017-04-28,1316.48,,,,,,,,,,,,
2017-04-29,1321.79,,,,,,,,,,,,
2017-04-30,1347.89,,,,,,,,,,,,
2017-05-01,1421.6,,,,,,,,,,,,
2017-05-02,1452.82,,,,,,,,,,,,
2017-05-03,1490.09,,,,,,,,,,,,
2017-05-04,1537.67,,,,,,,,,,,,
2017-05-05,1555.45,,,,,,,,,,,,
2017-05-06,1578.8,,,,,,,,,,,,
2017-05-07,1596.71,,,,,,,,,,,,
2017-05-08,1723.35,,,,,,,,,,,,
2017-05-09,1755.36,,,,,,,,,,,,
2017-05-10,1787.13,,,,,,,,,,,,
2017-05-11,1848.57,,,,,,,,,,,,
2017-05-12,1724.24,,,,,,,,,,,,
2017-05-13,1804.91,,,,,,,,,,,,
2017-05-14,1808.91,,,,,,,,,,,,
2017-05-15,1738.43,,,,,,,,,,,,
2017-05-16,1734.45,,,,,,,,,,,,
2017-05-17,1839.09,,,,,,,,,,,,
2017-05-18,1888.65,,,,,,,,,,,,
2017-05-19,1987.71,,,,,,,,,,,,
2017-05-20,2084.73,,,,,,,,,,,,
2017-05-21,2041.2,1981.9637,2061.9194,2189.655,2263.4126,2273.1765,2298.71,2244.4785,2229.08,2187.1436,2155.7966,2079.59,2103.8289
2017-05-22,2173.4,1962.7301,2026.6567,2146.0347,2213.5994,2222.166,2245.958,2193.6233,2178.6194,2138.5352,2108.7192,2035.785,2059.1953
2017-05-23,2320.42,2019.1334,2132.3286,2277.4604,2364.5662,2377.0308,2406.3513,2348.3723,2332.256,2286.5027,2251.9495,2168.9624,2194.8687
2017-05-24,2443.64,2075.3755,2245.1443,2419.9417,2531.199,2548.9082,2585.208,2521.4321,2504.413,2452.2344,2412.1208,2317.5608,2346.1748
2017-05-25,2304.98,2117.958,2336.2715,2536.3992,2669.6458,2692.4734,2735.2776,2667.1233,2649.6628,2592.052,2547.0593,2442.4897,2473.3232
2017-05-26,2202.42,2069.7605,2233.5137,2405.1594,2513.7695,2530.8833,2566.41,2503.215,2486.2725,2434.7722,2395.2566,2301.9307,2330.2642
2017-05-27,2038.87,2030.7451,2154.9736,2305.8909,2397.5713,2410.995,2441.6248,2382.4578,2366.1333,2319.1196,2283.4924,2198.2534,2224.6997
2017-05-28,2155.8,1961.6816,2024.7555,2143.6904,2210.9304,2219.4355,2243.1362,2190.9043,2175.9219,2135.9363,2106.2017,2033.4415,2056.8071
2017-05-29,2255.61,2011.9614,2118.5007,2260.1445,2344.5244,2356.4248,2384.9685,2327.7197,2311.7363,2266.7446,2232.8372,2151.208,2176.7854
2017-05-30,2175.47,2051.3613,2195.9897,2357.6091,2457.9238,2473.204,2506.3208,2445.0298,2428.3613,2379.0264,2341.4001,2251.9922,2279.4214
2017-05-31,2286.41,2019.9706,2133.95,2279.494,2366.9229,2379.454,2408.867,2350.8025,2334.671,2288.8274,2254.1985,2171.0513,2196.996
2017-06-01,2407.88,2062.9204,2219.4595,2387.3247,2492.7837,2509.1956,2543.8042,2481.3174,2464.4727,2413.7878,2374.987,2283.1404,2311.134
2017-06-02,2488.55,2105.9922,2310.1255,2502.876,2629.5896,2650.865,2691.7214,2624.7878,2607.4238,2551.3914,2507.834,2406.198,2436.392
2017-06-03,2515.35,2132.5583,2368.7769,2578.1855,2719.8032,2744.6548,2789.9739,2720.3464,2702.8047,2643.2117,2596.3948,2488.1082,2519.74
2017-06-04,2511.81,2141.0532,2388.0046,2602.9565,2749.6536,2775.7524,2822.6084,2752.1355,2734.5664,2673.7913,2625.8743,2515.3528,2547.4583
2017-06-05,2686.81,2139.9404,2385.4722,2599.692,2745.714,2771.6467,2818.2979,2747.9353,2730.369,2669.7502,2621.9785,2511.7527,2543.7961
2017-06-06,2863.2,2191.878,2508.2483,2758.5808,2939.1284,2973.883,3031.1824,2955.9304,2938.5828,2870.2898,2815.149,2690.0295,2725.123
2017-06-07,2732.16,2238.6143,2627.5396,2913.744,3131.1804,3175.984,3245.069,3166.131,3149.7883,3073.9194,3011.042,2870.3843,2908.4817
2017-06-08,2805.62,2204.3892,2539.313,2798.9387,2988.791,3026.023,3086.2554,3009.9314,2992.7642,2922.5034,2865.4016,2736.336,2772.209
2017-06-09,2823.81,2223.9124,2589.0417,2863.6235,3068.8196,3110.2222,3175.3494,3097.4705,3080.7087,3007.2883,2946.968,2811.4385,2848.5627
2017-06-10,2947.71,2228.6123,2601.2473,2879.511,3088.555,3131.0198,3197.3862,3119.157,3102.5178,3028.321,2967.1958,2830.0525,2867.4849
2017-06-11,2958.11,2259.3079,2683.3362,2986.409,3222.1106,3272.1062,3347.1836,3266.9539,3251.3938,3171.9836,3105.3037,2957.021,2996.536
2017-06-12,2659.63,2261.7852,2690.148,2995.2793,3233.2512,3283.9014,3359.731,3279.364,3263.9146,3184.0735,3116.9214,2967.692,3007.3813
2017-06-13,2717.02,2184.2026,2489.4895,2734.2341,2909.2715,2942.5781,2998.1528,2923.5825,2906.1523,2839.0437,2785.0686,2662.2969,2696.9216
2017-06-14,2506.37,2200.2524,2528.9749,2785.5017,2972.2327,3008.6296,3067.875,2991.8994,2974.666,2905.061,2848.616,2720.872,2756.485
2017-06-15,2464.58,2138.2246,2381.576,2594.6707,2739.6584,2765.3362,2811.674,2741.4817,2723.9202,2663.541,2615.9932,2506.2222,2538.169
2017-06-16,2518.56,2124.8237,2351.473,2555.9263,2693.0532,2716.814,2760.7815,2691.932,2674.4282,2615.8928,2570.0527,2463.7546,2494.9612
2017-06-17,2655.88,2142.06,2390.2996,2605.9153,2753.2249,2779.475,2826.5168,2755.9443,2738.373,2677.4563,2629.4072,2518.617,2550.779
2017-06-18,2548.29,2183.133,2486.8928,2730.866,2905.1462,2938.2556,2993.595,2919.1208,2901.6804,2834.7354,2780.9207,2658.472,2693.0317
2017-06-19,2589.6,2151.28,2411.4705,2633.235,2786.2583,2813.9302,2862.7112,2791.2341,2773.6533,2711.427,2662.147,2548.8604,2581.546
2017-06-20,2721.79,,,,,,,,,,,,
2017-06-21,2689.1,,,,,,,,,,,,
2017-06-22,2705.41,,,,,,,,,,,,
2017-06-23,2744.91,,,,,,,,,,,,
2017-06-24,2608.72,,,,,,,,,,,,
2017-06-25,2589.41,,,,,,,,,,,,
2017-06-26,2478.45,,,,,,,,,,,,
2017-06-27,2552.45,,,,,,,,,,,,
2017-06-28,2574.79,,,,,,,,,,,,
2017-06-29,2539.32,,,,,,,,,,,,
2017-06-30,2480.84,,,,,,,,,,,,
2017-07-01,2434.55,,,,,,,,,,,,
2017-07-02,2506.47,,,,,,,,,,,,
2017-07-03,2564.06,,,,,,,,,,,,
2017-07-04,2601.64,,,,,,,,,,,,
2017-07-05,2601.99,,,,,,,,,,,,
2017-07-06,2608.56,,,,,,,,,,,,
2017-07-07,2518.66,,,,,,,,,,,,
2017-07-08,2571.34,,,,,,,,,,,,
2017-07-09,2518.44,,,,,,,,,,,,
2017-07-10,2372.56,,,,,,,,,,,,
2017-07-11,2337.79,,,,,,,,,,,,
2017-07-12,2398.84,,,,,,,,,,,,
2017-07-13,2357.9,,,,,,,,,,,,
2017-07-14,2233.34,,,,,,,,,,,,
2017-07-15,1998.86,,,,,,,,,,,,
2017-07-16,1929.82,,,,,,,,,,,,
2017-07-17,2228.41,,,,,,,,,,,,
2017-07-18,2318.88,,,,,,,,,,,,
2017-07-19,2273.43,,,,,,,,,,,,
2017-07-20,2817.6,,,,,,,,,,,,
2017-07-21,2667.76,,,,,,,,,,,,
2017-07-22,2810.12,,,,,,,,,,,,
2017-07-23,2730.4,,,,,,,,,,,,
2017-07-24,2754.86,,,,,,,,,,,,
2017-07-25,2576.48,,,,,,,,,,,,
2017-07-26,2529.45,,,,,,,,,,,,
2017-07-27,2671.78,,,,,,,,,,,,
2017-07-28,2809.01,,,,,,,,,,,,
2017-07-29,2726.45,,,,,,,,,,,,
2017-07-30,2757.18,,,,,,,,,,,,
2017-07-31,2875.34,,,,,,,,,,,,
2017-08-01,2718.26,,,,,,,,,,,,
2017-08-02,2710.67,,,,,,,,,,,,
2017-08-03,2804.73,,,,,,,,,,,,
2017-08-04,2895.89,,,,,,,,,,,,
2017-08-05,3252.91,,,,,,,,,,,,
2017-08-06,3213.94,,,,,,,,,,,,
2017-08-07,3378.94,,,,,,,,,,,,
2017-08-08,3419.94,,,,,,,,,,,,
2017-08-09,3342.47,,,,,,,,,,,,
2017-08-10,3381.28,,,,,,,,,,,,
2017-08-11,3650.62,,,,,,,,,,,,
2017-08-12,3884.71,,,,,,,,,,,,
2017-08-13,4073.26,,,,,,,,,,,,
2017-08-14,4325.13,,,,,,,,,,,,
2017-08-15,4181.93,,,,,,,,,,,,
2017-08-16,4376.63,,,,,,,,,,,,
2017-08-17,4331.69,,,,,,,,,,,,
2017-08-18,4160.62,,,,,,,,,,,,
2017-08-19,4193.7,,,,,,,,,,,,
2017-08-20,4087.66,,,,,,,,,,,,
2017-08-21,4001.74,,,,,,,,,,,,
2017-08-22,4100.52,,,,,,,,,,,,
2017-08-23,4151.52,,,,,,,,,,,,
2017-08-24,4334.68,,,,,,,,,,,,
2017-08-25,4371.6,,,,,,,,,,,,
2017-08-26,4352.4,,,,,,,,,,,,
2017-08-27,4382.88,,,,,,,,,,,,
2017-08-28,4382.66,,,,,,,,,,,,
2017-08-29,4579.02,,,,,,,,,,,,
2017-08-30,4565.3,,,,,,,,,,,,
2017-08-31,4703.39,,,,,,,,,,,,
2017-09-01,4892.01,,,,,,,,,,,,
2017-09-02,4578.77,,,,,,,,,,,,
2017-09-03,4582.96,,,,,,,,,,,,
2017-09-04,4236.31,,,,,,,,,,,,
2017-09-05,4376.53,,,,,,,,,,,,
2017-09-06,4597.12,,,,,,,,,,,,
2017-09-07,4599.88,,,,,,,,,,,,
2017-09-08,4228.75,,,,,,,,,,,,
2017-09-09,4226.06,,,,,,,,,,,,
2017-09-10,4122.94,,,,,,,,,,,,
2017-09-11,4161.27,,,,,,,,,,,,
2017-09-12,4130.81,,,,,,,,,,,,
2017-09-13,3882.59,,,,,,,,,,,,
2017-09-14,3154.95,,,,,,,,,,,,
2017-09-15,3637.52,,,,,,,,,,,,
2017-09-16,3625.04,,,,,,,,,,,,
2017-09-17,3582.88,,,,,,,,,,,,
2017-09-18,4065.2,,,,,,,,,,,,
2017-09-19,3924.97,,,,,,,,,,,,
2017-09-20,3905.95,,,,,,,,,,,,
2017-09-21,3631.04,,,,,,,,,,,,
2017-09-22,3630.7,,,,,,,,,,,,
2017-09-23,3792.4,,,,,,,,,,,,
2017-09-24,3682.84,,,,,,,,,,,,
2017-09-25,3926.07,,,,,,,,,,,,
2017-09-26,3892.35,,,,,,,,,,,,
2017-09-27,4200.67,,,,,,,,,,,,
2017-09-28,4174.73,,,,,,,,,,,,
2017-09-29,4163.07,,,,,,,,,,,,
2017-09-30,4338.71,,,,,,,,,,,,
2017-10-01,4403.74,,,,,,,,,,,,
2017-10-02,4409.32,,,,,,,,,,,,
2017-10-03,4317.48,,,,,,,,,,,,
2017-10-04,4229.36,,,,,,,,,,,,
2017-10-05,4328.41,,,,,,,,,,,,
2017-10-06,4370.81,,,,,,,,,,,,
2017-10-07,4426.89,,,,,,,,,,,,
2017-10-08,4610.48,,,,,,,,,,,,
2017-10-09,4772.02,,,,,,,,,,,,
2017-10-10,4781.99,,,,,,,,,,,,
2017-10-11,4826.48,,,,,,,,,,,,
2017-10-12,5446.91,,,,,,,,,,,,
2017-10-13,5647.21,,,,,,,,,,,,
2017-10-14,5831.79,,,,,,,,,,,,
2017-10-15,5678.19,,,,,,,,,,,,
2017-10-16,5725.59,,,,,,,,,,,,
2017-10-17,5605.51,,,,,,,,,,,,
2017-10-18,5590.69,,,,,,,,,,,,
2017-10-19,5708.52,,,,,,,,,,,,
2017-10-20,6011.45,,,,,,,,,,,,
2017-10-21,6031.6,,,,,,,,,,,,
2017-10-22,6008.42,,,,,,,,,,,,
2017-10-23,5930.32,,,,,,,,,,,,
2017-10-24,5526.64,,,,,,,,,,,,
2017-10-25,5750.8,,,,,,,,,,,,
2017-10-26,5904.83,,,,,,,,,,,,
2017-10-27,5780.9,,,,,,,,,,,,
2017-10-28,5753.09,,,,,,,,,,,,
2017-10-29,6153.85,,,,,,,,,,,,
2017-10-30,6130.53,,,,,,,,,,,,
2017-10-31,6468.4,,,,,,,,,,,,
2017-11-01,6767.31,,,,,,,,,,,,
2017-11-02,7078.5,,,,,,,,,,,,
2017-11-03,7207.76,,,,,,,,,,,,
2017-11-04,7379.95,,,,,,,,,,,,
2017-11-05,7407.41,,,,,,,,,,,,
2017-11-06,7022.76,,,,,,,,,,,,
2017-11-07,7144.38,5366.297,7082.9727,6498.1074,6675.7554,7562.398,7668.4727,7555.854,7385.7837,7285.252,7135.882,7047.948,7025.0024
2017-11-08,7459.69,5413.7734,7155.5176,6583.3423,6766.7812,7690.697,7807.649,7693.637,7519.119,7415.8604,7261.5527,7171.061,7146.8833
2017-11-09,7143.58,5531.6294,7337.931,6799.151,6997.933,8020.8438,8168.2163,8051.1777,7865.249,7754.948,7587.5864,7490.3555,7462.868
2017-11-10,6618.14,5413.4644,7155.044,6582.785,6766.186,7689.854,7806.734,7692.7314,7518.2417,7414.9995,7260.725,7170.2515,7146.082
2017-11-11,6357.6,5199.6406,6764.251,6206.367,6365.258,7131.934,7205.233,7098.0923,6942.9463,6851.517,6718.1533,6638.554,6619.521
2017-11-12,5950.07,5084.747,6548.441,6011.754,6158.972,6851.971,6906.924,6803.9473,6658.4756,6572.9023,6449.4893,6375.1064,6358.4404
2017-11-13,6559.49,4892.05,6198.106,5696.5493,5826.1455,6410.1133,6440.6157,6345.034,6214.7056,6138.228,6029.79,5963.3174,5950.103
2017-11-14,6635.75,5174.315,6716.215,6163.024,6319.2593,7069.0947,7138.076,7031.8315,6878.861,6788.7505,6657.6523,6579.2383,6560.748
2017-11-15,7315.54,5207.185,6778.6143,6219.329,6379.021,7150.781,7225.3975,7117.9927,6962.194,6870.369,6736.322,6656.3647,6637.1685
2017-11-16,7871.69,5478.661,7255.528,6701.4087,6893.1167,7870.3613,8003.4297,7887.6675,7706.932,7599.8438,7438.495,7344.364,7318.4097
2017-11-17,7708.99,5675.0977,7564.756,7070.169,7289.738,8446.613,8638.53,8518.89,8318.376,8198.998,8014.0454,7907.7896,7875.7324
2017-11-18,7790.15,5619.792,7476.673,6964.6,7175.861,8279.257,8452.935,8334.134,8139.3286,8023.5146,7845.5786,7742.915,7712.696
2017-11-19,8036.49,5647.5947,7520.8486,7017.4956,7232.885,8362.867,8545.539,8426.287,8228.627,8111.031,7929.606,7825.154,7794.024
2017-11-20,8200.64,5729.4165,7652.08,7175.2,7403.3223,8615.071,8826.316,8706.087,8499.866,8376.907,8184.761,8074.826,8040.8677
2017-11-21,8071.26,5781.898,7737.2373,7277.9507,7514.728,8781.786,9013.131,8892.582,8680.757,8554.27,8354.871,8241.239,8205.343
2017-11-22,8253.55,5740.665,7670.2676,7197.1196,7427.0625,8650.475,8865.908,8745.588,8538.173,8414.464,8220.789,8110.074,8075.707
2017-11-23,8038.77,5798.481,7764.311,7310.68,7550.276,8835.292,9073.293,8952.701,8739.087,8611.471,8409.717,8294.886,8258.357
2017-11-24,8253.69,5730.155,7653.275,7176.64,7404.8813,8617.393,8828.912,8708.677,8502.377,8379.369,8187.123,8077.1377,8043.15
2017-11-25,8790.92,5798.5234,7764.3823,7310.7666,7550.3687,8835.432,9073.453,8952.859,8739.242,8611.62,8409.861,8295.027,8258.495
2017-11-26,9330.55,5958.382,8029.5044,7632.609,7901.6533,9372.198,9682.667,9563.264,9332.051,9193.237,8967.101,8839.899,8796.699
2017-11-27,9818.35,6104.999,8279.483,7937.634,8237.762,9899.217,10291.05,10175.978,9928.256,9778.796,9527.3955,9387.452,9337.143
2017-11-28,10058.8,6227.2954,8493.083,8198.74,8528.275,10365.001,10837.377,10729.035,10467.538,10309.091,10034.26,9882.566,9825.492
