Date,Close bitcoin,Trends trend_bitcoin,Trends trend_ethereum,Trends trend_ripple,Trends trend_dash,Trends trend_litecoin,Trends trend_monero,Trends trend_ethereum-classic,Trends trend_nem,Trends trend_augur
2016-11-20,731.03,,,,,,,,,
2016-11-21,739.25,,,,,,,,,
2016-11-22,751.35,,,,,,,,,
2016-11-23,744.59,,,,,,,,,
2016-11-24,740.29,,,,,,,,,
2016-11-25,741.65,,,,,,,,,
2016-11-26,735.38,,,,,,,,,
2016-11-27,732.03,,,,,,,,,
2016-11-28,735.81,,,,,,,,,
2016-11-29,735.6,,,,,,,,,
2016-11-30,745.69,,,,,,,,,
2016-12-01,756.77,,,,,,,,,
2016-12-02,777.94,,,,,,,,,
2016-12-03,771.16,,,,,,,,,
2016-12-04,773.87,,,,,,,,,
2016-12-05,758.7,,,,,,,,,
2016-12-06,764.22,,,,,,,,,
2016-12-07,768.13,,,,,,,,,
2016-12-08,770.81,,,,,,,,,
2016-12-09,772.79,,,,,,,,,
2016-12-10,774.65,,,,,,,,,
2016-12-11,769.73,,,,,,,,,
2016-12-12,780.09,,,,,,,,,
2016-12-13,780.56,,,,,,,,,
2016-12-14,781.48,,,,,,,,,
2016-12-15,778.09,,,,,,,,,
2016-12-16,784.91,,,,,,,,,
2016-12-17,790.83,,,,,,,,,
2016-12-18,790.53,,,,,,,,,
2016-12-19,792.71,,,,,,,,,
2016-12-20,800.88,,,,,,,,,
2016-12-21,834.28,,,,,,,,,
2016-12-22,864.54,,,,,,,,,
2016-12-23,921.98,,,,,,,,,
2016-12-24,898.82,,,,,,,,,
2016-12-25,896.18,,,,,,,,,
2016-12-26,907.61,,,,,,,,,
2016-12-27,933.2,,,,,,,,,
2016-12-28,975.92,,,,,,,,,
2016-12-29,973.5,,,,,,,,,
2016-12-30,961.24,,,,,,,,,
2016-12-31,963.74,,,,,,,,,
2017-01-01,998.33,,,,,,,,,
2017-01-02,1021.75,,,,,,,,,
2017-01-03,1043.84,,,,,,,,,
2017-01-04,1154.73,,,,,,,,,
2017-01-05,1013.38,,,,,,,,,
2017-01-06,902.2,,,,,,,,,
2017-01-07,908.59,,,,,,,,,
2017-01-08,911.2,,,,,,,,,
2017-01-09,902.83,,,,,,,,,
2017-01-10,907.68,,,,,,,,,
2017-01-11,777.76,,,,,,,,,
2017-01-12,804.83,,,,,,,,,
2017-01-13,823.98,,,,,,,,,
2017-01-14,818.41,,,,,,,,,
2017-01-15,821.8,,,,,,,,,
2017-01-16,831.53,,,,,,,,,
2017-01-17,907.94,,,,,,,,,
2017-01-18,886.62,,,,,,,,,
2017-01-19,899.07,,,,,,,,,
2017-01-20,895.03,,,,,,,,,
2017-01-21,921.79,,,,,,,,,
2017-01-22,924.67,,,,,,,,,
2017-01-23,921.01,,,,,,,,,
2017-01-24,892.69,,,,,,,,,
2017-01-25,901.54,,,,,,,,,
2017-01-26,917.59,,,,,,,,,
2017-01-27,919.75,,,,,,,,,
2017-01-28,921.59,,,,,,,,,
2017-01-29,919.5,,,,,,,,,
2017-01-30,920.38,,,,,,,,,
2017-01-31,970.4,,,,,,,,,
2017-02-01,989.02,,,,,,,,,
2017-02-02,1011.8,,,,,,,,,
2017-02-03,1029.91,,,,,,,,,
2017-02-04,1042.9,,,,,,,,,
2017-02-05,1027.34,,,,,,,,,
2017-02-06,1038.15,,,,,,,,,
2017-02-07,1061.35,,,,,,,,,
2017-02-08,1063.07,,,,,,,,,
2017-02-09,994.38,,,,,,,,,
2017-02-10,988.67,,,,,,,,,
2017-02-11,1004.45,,,,,,,,,
2017-02-12,999.18,,,,,,,,,
2017-02-13,990.64,,,,,,,,,
2017-02-14,1004.55,,,,,,,,,
2017-02-15,1007.48,,,,,,,,,
2017-02-16,1027.44,,,,,,,,,
2017-02-17,1046.21,,,,,,,,,
2017-02-18,1054.42,,,,,,,,,
2017-02-19,1047.87,,,,,,,,,
2017-02-20,1079.98,,,,,,,,,
2017-02-21,1115.3,,,,,,,,,
2017-02-22,1117.44,,,,,,,,,
2017-02-23,1166.72,,,,,,,,,
2017-02-24,1173.68,,,,,,,,,
2017-02-25,1143.84,,,,,,,,,
2017-02-26,1165.2,,,,,,,,,
2017-02-27,1179.97,,,,,,,,,
2017-02-28,1179.97,,,,,,,,,
2017-03-01,1222.5,,,,,,,,,
2017-03-02,1251.01,,,,,,,,,
2017-03-03,1274.99,,,,,,,,,
2017-03-04,1255.15,,,,,,,,,
2017-03-05,1267.12,,,,,,,,,
2017-03-06,1272.83,,,,,,,,,
2017-03-07,1223.54,,,,,,,,,
2017-03-08,1150.0,,,,,,,,,
2017-03-09,1188.49,,,,,,,,,
2017-03-10,1116.72,,,,,,,,,
2017-03-11,1175.83,,,,,,,,,
2017-03-12,1221.38,,,,,,,,,
2017-03-13,1231.92,,,,,,,,,
2017-03-14,1240.0,,,,,,,,,
2017-03-15,1249.61,,,,,,,,,
2017-03-16,1187.81,,,,,,,,,
2017-03-17,1100.23,,,,,,,,,
2017-03-18,973.82,,,,,,,,,
2017-03-19,1036.74,,,,,,,,,
2017-03-20,1054.23,,,,,,,,,
2017-03-21,1120.54,,,,,,,,,
2017-03-22,1049.14,,,,,,,,,
2017-03-23,1038.59,,,,,,,,,
2017-03-24,937.52,,,,,,,,,
2017-03-25,972.78,,,,,,,,,
2017-03-26,966.72,,,,,,,,,
2017-03-27,1045.77,,,,,,,,,
2017-03-28,1047.15,,,,,,,,,
2017-03-29,1039.97,,,,,,,,,
2017-03-30,1026.43,,,,,,,,,
2017-03-31,1071.79,,,,,,,,,
2017-04-01,1080.5,,,,,,,,,
2017-04-02,1102.17,,,,,,,,,
2017-04-03,1143.81,,,,,,,,,
2017-04-04,1133.25,,,,,,,,,
2017-04-05,1124.78,,,,,,,,,
2017-04-06,1182.68,,,,,,,,,
2017-04-07,1176.9,,,,,,,,,
2017-04-08,1175.95,,,,,,,,,
2017-04-09,1187.87,,,,,,,,,
2017-04-10,1187.13,,,,,,,,,
2017-04-11,1205.01,,,,,,,,,
2017-04-12,1200.37,,,,,,,,,
2017-04-13,1169.28,,,,,,,,,
2017-04-14,1167.54,,,,,,,,,
2017-04-15,1172.52,,,,,,,,,
2017-04-16,1182.94,,,,,,,,,
2017-04-17,1193.91,,,,,,,,,
2017-04-18,1211.67,,,,,,,,,
2017-04-19,1210.29,,,,,,,,,
2017-04-20,1229.08,,,,,,,,,
2017-04-21,1222.05,,,,,,,,,
2017-04-22,1231.71,,,,,,,,,
2017-04-23,1207.21,,,,,,,,,
2017-04-24,1250.15,,,,,,,,,
2017-04-25,1265.49,,,,,,,,,
2017-04-26,1281.08,,,,,,,,,
2017-04-27,1317.73,,,,,,,,,
2017-04-28,1316.48,,,,,,,,,
2017-04-29,1321.79,,,,,,,,,
2017-04-30,1347.89,,,,,,,,,
2017-05-01,1421.6,,,,,,,,,
2017-05-02,1452.82,,,,,,,,,
2017-05-03,1490.09,,,,,,,,,
2017-05-04,1537.67,,,,,,,,,
2017-05-05,1555.45,,,,,,,,,
2017-05-06,1578.8,,,,,,,,,
2017-05-07,1596.71,,,,,,,,,
2017-05-08,1723.35,,,,,,,,,
2017-05-09,1755.36,,,,,,,,,
2017-05-10,1787.13,,,,,,,,,
2017-05-11,1848.57,,,,,,,,,
2017-05-12,1724.24,,,,,,,,,
2017-05-13,1804.91,,,,,,,,,
2017-05-14,1808.91,,,,,,,,,
2017-05-15,1738.43,,,,,,,,,
2017-05-16,1734.45,,,,,,,,,
2017-05-17,1839.09,,,,,,,,,
2017-05-18,1888.65,,,,,,,,,
2017-05-19,1987.71,,,,,,,,,
2017-05-20,2084.73,,,,,,,,,
2017-05-21,2041.2,2491.8623,2155.1619,2177.3044,2124.0835,2174.3384,2176.4202,2162.799,2130.9233,2217.7114
2017-05-22,2173.4,2477.3303,2042.1675,2128.4587,2078.3647,2127.9795,2131.4297,2091.639,2084.723,2174.145
2017-05-23,2320.42,2595.4326,2184.568,2276.7734,2216.9133,2274.3535,2273.227,2235.8389,2226.0642,2319.6755
2017-05-24,2443.64,2729.8418,2343.9377,2442.4429,2371.5125,2438.2117,2431.8184,2397.232,2384.1174,2481.9536
2017-05-25,2304.98,2838.7244,2478.3032,2581.7363,2501.453,2576.394,2565.013,2533.3098,2517.6404,2617.0266
2017-05-26,2202.42,2663.8257,2327.1519,2423.9265,2354.983,2420.9507,2411.4663,2380.2322,2370.5583,2454.161
2017-05-27,2038.87,2529.1267,2215.943,2307.8696,2246.932,2306.6086,2298.0527,2267.611,2262.2773,2333.5032
2017-05-28,2155.8,2330.6248,2039.6655,2124.471,2075.2815,2125.408,2119.3591,2089.1052,2089.1218,2146.0408
2017-05-29,2255.61,2430.8777,2194.7905,2254.7122,2197.7292,2252.9058,2243.8975,2232.3877,2215.0127,2271.3552
2017-05-30,2175.47,2533.2935,2303.185,2366.6763,2302.4976,2363.6934,2353.3071,2341.8977,2321.0698,2383.4407
2017-05-31,2286.41,2443.7664,2216.1145,2276.7385,2218.1448,2274.698,2267.384,2253.9307,2234.5251,2294.5457
2017-06-01,2407.88,2558.0913,2336.7305,2401.3257,2334.6606,2397.9858,2389.05,2375.7896,2352.3984,2419.2886
2017-06-02,2488.55,2684.2156,2469.4617,2538.4255,2462.5784,2533.7017,2522.8499,2509.9014,2481.807,2556.5676
2017-06-03,2515.35,2766.904,2557.9875,2629.864,2547.6663,2624.244,2612.481,2599.355,2567.5615,2648.4194
2017-06-04,2511.81,2791.6511,2587.4634,2660.3093,2575.8682,2654.3953,2643.0852,2629.1404,2595.3792,2679.5266
2017-06-05,2686.81,2783.681,2566.1719,2656.286,2571.9783,2652.3237,2640.3088,2629.4954,2590.5398,2676.2803
2017-06-06,2863.2,2977.2427,2759.0366,2855.8728,2757.2717,2850.8157,2833.9512,2824.8418,2779.4033,2875.2861
2017-06-07,2732.16,3173.7756,2954.7976,3058.435,2944.671,3052.353,3030.428,3023.1243,2970.6897,3077.203
2017-06-08,2805.62,3035.0193,2809.2383,2907.8208,2805.1108,2902.4924,2885.0261,2875.6895,2828.9585,2927.0737
2017-06-09,2823.81,3119.3872,2890.7468,2992.1616,2883.0398,2986.4053,2967.0796,2958.2485,2908.7925,3011.1465
2017-06-10,2947.71,3143.5386,2910.9658,3013.082,2902.224,3007.2224,2987.7324,2978.7275,2928.7966,3031.9993
2017-06-11,2958.11,3283.6582,3049.0583,3155.9639,3034.0361,3149.4185,3126.465,3118.6,3063.7058,3174.3987
2017-06-12,2659.63,3299.4165,2935.2036,3167.9866,3044.9482,3161.386,3138.5144,3121.8008,3075.326,3186.3796
2017-06-13,2717.02,2964.5833,2607.8008,2824.783,2728.2703,2819.8906,2805.3777,2786.0378,2750.428,2843.051
2017-06-14,2506.37,3018.5386,2670.437,2890.4675,2789.9934,2885.2295,2868.224,2850.2915,2811.2666,2907.222
2017-06-15,2464.58,2781.9668,2441.2856,2650.1045,2567.3767,2646.1775,2634.691,2615.1826,2583.2014,2666.672
2017-06-16,2518.56,2728.6785,2396.075,2602.6624,2523.8733,2599.0088,2588.0066,2568.784,2537.3396,2618.3088
2017-06-17,2655.88,2778.5012,2454.489,2663.9583,2581.723,2659.952,2646.6177,2628.7327,2594.2004,2678.1365
2017-06-18,2548.29,2918.4424,2603.713,2820.4956,2728.1758,2815.6265,2797.355,2781.8442,2740.6484,2832.5417
2017-06-19,2589.6,2793.908,2562.541,2697.775,2614.6895,2694.5117,2677.822,2664.8662,2623.9553,2709.3877
2017-06-20,2721.79,,,,,,,,,
2017-06-21,2689.1,,,,,,,,,
2017-06-22,2705.41,,,,,,,,,
2017-06-23,2744.91,,,,,,,,,
2017-06-24,2608.72,,,,,,,,,
2017-06-25,2589.41,,,,,,,,,
2017-06-26,2478.45,,,,,,,,,
2017-06-27,2552.45,,,,,,,,,
2017-06-28,2574.79,,,,,,,,,
2017-06-29,2539.32,,,,,,,,,
2017-06-30,2480.84,,,,,,,,,
2017-07-01,2434.55,,,,,,,,,
2017-07-02,2506.47,,,,,,,,,
2017-07-03,2564.06,,,,,,,,,
2017-07-04,2601.64,,,,,,,,,
2017-07-05,2601.99,,,,,,,,,
2017-07-06,2608.56,,,,,,,,,
2017-07-07,2518.66,,,,,,,,,
2017-07-08,2571.34,,,,,,,,,
2017-07-09,2518.44,,,,,,,,,
2017-07-10,2372.56,,,,,,,,,
2017-07-11,2337.79,,,,,,,,,
2017-07-12,2398.84,,,,,,,,,
2017-07-13,2357.9,,,,,,,,,
2017-07-14,2233.34,,,,,,,,,
2017-07-15,1998.86,,,,,,,,,
2017-07-16,1929.82,,,,,,,,,
2017-07-17,2228.41,,,,,,,,,
2017-07-18,2318.88,,,,,,,,,
2017-07-19,2273.43,,,,,,,,,
2017-07-20,2817.6,,,,,,,,,
2017-07-21,2667.76,,,,,,,,,
2017-07-22,2810.12,,,,,,,,,
2017-07-23,2730.4,,,,,,,,,
2017-07-24,2754.86,,,,,,,,,
2017-07-25,2576.48,,,,,,,,,
2017-07-26,2529.45,,,,,,,,,
2017-07-27,2671.78,,,,,,,,,
2017-07-28,2809.01,,,,,,,,,
2017-07-29,2726.45,,,,,,,,,
2017-07-30,2757.18,,,,,,,,,
2017-07-31,2875.34,,,,,,,,,
2017-08-01,2718.26,,,,,,,,,
2017-08-02,2710.67,,,,,,,,,
2017-08-03,2804.73,,,,,,,,,
2017-08-04,2895.89,,,,,,,,,
2017-08-05,3252.91,,,,,,,,,
2017-08-06,3213.94,,,,,,,,,
2017-08-07,3378.94,,,,,,,,,
2017-08-08,3419.94,,,,,,,,,
2017-08-09,3342.47,,,,,,,,,
2017-08-10,3381.28,,,,,,,,,
2017-08-11,3650.62,,,,,,,,,
2017-08-12,3884.71,,,,,,,,,
2017-08-13,4073.26,,,,,,,,,
2017-08-14,4325.13,,,,,,,,,
2017-08-15,4181.93,,,,,,,,,
2017-08-16,4376.63,,,,,,,,,
2017-08-17,4331.69,,,,,,,,,
2017-08-18,4160.62,,,,,,,,,
2017-08-19,4193.7,,,,,,,,,
2017-08-20,4087.66,,,,,,,,,
2017-08-21,4001.74,,,,,,,,,
2017-08-22,4100.52,,,,,,,,,
2017-08-23,4151.52,,,,,,,,,
2017-08-24,4334.68,,,,,,,,,
2017-08-25,4371.6,,,,,,,,,
2017-08-26,4352.4,,,,,,,,,
2017-08-27,4382.88,,,,,,,,,
2017-08-28,4382.66,,,,,,,,,
2017-08-29,4579.02,,,,,,,,,
2017-08-30,4565.3,,,,,,,,,
2017-08-31,4703.39,,,,,,,,,
2017-09-01,4892.01,,,,,,,,,
2017-09-02,4578.77,,,,,,,,,
2017-09-03,4582.96,,,,,,,,,
2017-09-04,4236.31,,,,,,,,,
2017-09-05,4376.53,,,,,,,,,
2017-09-06,4597.12,,,,,,,,,
2017-09-07,4599.88,,,,,,,,,
2017-09-08,4228.75,,,,,,,,,
2017-09-09,4226.06,,,,,,,,,
2017-09-10,4122.94,,,,,,,,,
2017-09-11,4161.27,,,,,,,,,
2017-09-12,4130.81,,,,,,,,,
2017-09-13,3882.59,,,,,,,,,
2017-09-14,3154.95,,,,,,,,,
2017-09-15,3637.52,,,,,,,,,
2017-09-16,3625.04,,,,,,,,,
2017-09-17,3582.88,,,,,,,,,
2017-09-18,4065.2,,,,,,,,,
2017-09-19,3924.97,,,,,,,,,
2017-09-20,3905.95,,,,,,,,,
2017-09-21,3631.04,,,,,,,,,
2017-09-22,3630.7,,,,,,,,,
2017-09-23,3792.4,,,,,,,,,
2017-09-24,3682.84,,,,,,,,,
2017-09-25,3926.07,,,,,,,,,
2017-09-26,3892.35,,,,,,,,,
2017-09-27,4200.67,,,,,,,,,
2017-09-28,4174.73,,,,,,,,,
2017-09-29,4163.07,,,,,,,,,
2017-09-30,4338.71,,,,,,,,,
2017-10-01,4403.74,,,,,,,,,
2017-10-02,4409.32,,,,,,,,,
2017-10-03,4317.48,,,,,,,,,
2017-10-04,4229.36,,,,,,,,,
2017-10-05,4328.41,,,,,,,,,
2017-10-06,4370.81,,,,,,,,,
2017-10-07,4426.89,,,,,,,,,
2017-10-08,4610.48,,,,,,,,,
2017-10-09,4772.02,,,,,,,,,
2017-10-10,4781.99,,,,,,,,,
2017-10-11,4826.48,,,,,,,,,
2017-10-12,5446.91,,,,,,,,,
2017-10-13,5647.21,,,,,,,,,
2017-10-14,5831.79,,,,,,,,,
2017-10-15,5678.19,,,,,,,,,
2017-10-16,5725.59,,,,,,,,,
2017-10-17,5605.51,,,,,,,,,
2017-10-18,5590.69,,,,,,,,,
2017-10-19,5708.52,,,,,,,,,
2017-10-20,6011.45,,,,,,,,,
2017-10-21,6031.6,,,,,,,,,
2017-10-22,6008.42,,,,,,,,,
2017-10-23,5930.32,,,,,,,,,
2017-10-24,5526.64,,,,,,,,,
2017-10-25,5750.8,,,,,,,,,
2017-10-26,5904.83,,,,,,,,,
2017-10-27,5780.9,,,,,,,,,
2017-10-28,5753.09,,,,,,,,,
2017-10-29,6153.85,,,,,,,,,
2017-10-30,6130.53,,,,,,,,,
2017-10-31,6468.4,,,,,,,,,
2017-11-01,6767.31,,,,,,,,,
2017-11-02,7078.5,,,,,,,,,
2017-11-03,7207.76,,,,,,,,,
2017-11-04,7379.95,,,,,,,,,
2017-11-05,7407.41,,,,,,,,,
2017-11-06,7022.76,,,,,,,,,
2017-11-07,7144.38,7129.4707,7169.417,7218.6157,7094.428,7195.5806,7162.956,7178.4463,7116.024,7131.215
2017-11-08,7459.69,7251.5366,7296.2437,7348.865,7221.5576,7322.7397,7288.0176,7305.7993,7241.6665,7262.0376
2017-11-09,7143.58,7566.4355,7625.323,7684.7397,7546.0728,7652.6953,7613.52,7636.3257,7566.0957,7592.425
2017-11-10,6618.14,7252.7,7295.409,7351.042,7227.5513,7321.903,7285.7476,7304.9614,7242.757,7273.0044
2017-11-11,6357.6,6730.4478,6747.9077,6795.4756,6695.456,6772.9946,6742.2725,6755.3164,6704.9277,6737.5796
2017-11-12,5950.07,6471.943,6476.8613,6520.585,6433.0176,6501.273,6472.8696,6483.332,6438.8276,6474.5176
2017-11-13,6559.49,6067.0483,6055.7676,6090.1,6020.564,6076.893,6052.4585,6059.189,6022.334,6059.6973
2017-11-14,6635.75,6671.086,6689.045,6736.3916,6641.8906,6711.8003,6681.5273,6694.536,6648.2954,6693.072
2017-11-15,7315.54,6744.14,6768.4053,6818.31,6719.669,6791.3716,6761.3486,6774.188,6728.2485,6777.113
2017-11-16,7871.69,7417.9814,7476.889,7542.5435,7413.195,7501.7993,7465.077,7485.5933,7427.987,7485.8735
2017-11-17,7708.99,7968.4316,8057.8247,8137.35,7980.7583,8084.427,8042.3564,8069.355,8001.7363,8068.33
2017-11-18,7790.15,7803.514,7887.7603,7965.295,7814.7104,7913.8564,7874.9756,7898.4233,7836.4834,7905.8325
2017-11-19,8036.49,7881.2036,7972.5815,8053.671,7897.539,7998.929,7960.33,7983.6743,7922.06,7996.331
2017-11-20,8200.64,8123.1294,8221.906,8318.945,8148.953,8266.492,8217.082,8245.372,8177.752,8258.732
2017-11-21,8071.26,8325.034,8393.777,8503.95,8316.485,8439.032,8391.359,8417.961,8345.674,8431.66
2017-11-22,8253.55,8233.087,8258.304,8372.979,8184.4404,8303.031,8260.49,8281.92,8211.38,8299.215
2017-11-23,8038.77,8450.374,8449.196,8577.367,8370.486,8494.668,8453.246,8473.618,8397.929,8491.139
2017-11-24,8253.69,8269.726,8224.292,8351.54,8151.2793,8268.889,8232.779,8247.768,8175.768,8269.696
2017-11-25,8790.92,8516.968,8449.341,8591.036,8370.628,8494.814,8459.0625,8473.766,8395.841,8495.7
2017-11-26,9330.55,9085.556,9012.545,9183.684,8918.893,9060.261,9021.522,9039.565,8947.663,9057.822
2017-11-27,9818.35,9655.53,9560.977,9782.715,9469.475,9684.627,9587.496,9562.472,9501.997,9622.9375
2017-11-28,10058.8,10161.918,10074.21,10320.807,9966.31,10203.575,10103.292,10079.842,10009.631,10131.699
2017-11-29,9888.61,10420.335,10327.421,10587.54,10210.745,10459.626,10359.315,10335.185,10262.865,10382.48
2017-11-30,10233.6,10267.394,10148.184,10402.003,10036.581,10278.378,10182.747,10154.432,10092.839,10204.979
2017-12-01,10975.6,10629.289,10511.58,10784.427,10387.479,10645.863,10545.533,10520.936,10454.262,10564.781
2017-12-02,11074.6,11387.387,11294.032,11606.319,11142.323,11437.229,11325.755,11310.5,11225.855,11338.458
2017-12-03,11323.2,11501.972,11398.507,11718.411,11242.297,11542.908,11427.532,11415.969,11334.111,11441.653
2017-12-04,11657.2,11765.376,11652.617,11996.284,11494.383,11839.476,11685.608,11716.336,11597.007,11700.752
2017-12-05,11916.7,12097.637,12005.439,12457.506,11835.52,12197.695,12039.12,12071.901,11938.741,12071.24
2017-12-06,14291.5,12355.329,12279.668,12798.099,12100.828,12476.152,12313.908,12348.338,12203.287,12364.973
2017-12-07,17899.7,,,,,,,,,
2017-12-08,16569.4,,,,,,,,,
2017-12-09,15178.2,,,,,,,,,
2017-12-10,15455.4,,,,,,,,,
2017-12-11,16936.8,,,,,,,,,
2017-12-12,17415.4,,,,,,,,,
2017-12-13,16408.2,,,,,,,,,
2017-12-14,16564.0,,,,,,,,,
2017-12-15,17706.9,,,,,,,,,
2017-12-16,19497.4,,,,,,,,,
2017-12-17,19140.8,,,,,,,,,
2017-12-18,19114.2,,,,,,,,,
2017-12-19,17776.7,,,,,,,,,
2017-12-20,16624.6,,,,,,,,,
2017-12-21,15802.9,,,,,,,,,
2017-12-22,13831.8,,,,,,,,,
2017-12-23,14699.2,,,,,,,,,
2017-12-24,13925.8,,,,,,,,,
2017-12-25,14026.6,,,,,,,,,
2017-12-26,16099.8,,,,,,,,,
2017-12-27,15838.5,,,,,,,,,
2017-12-28,14606.5,,,,,,,,,
2017-12-29,14656.2,,,,,,,,,
2017-12-30,12952.2,,,,,,,,,
2017-12-31,14156.4,,,,,,,,,
2018-01-01,13657.2,,,,,,,,,
2018-01-02,14982.1,,,,,,,,,
2018-01-03,15201.0,,,,,,,,,
2018-01-04,15599.2,,,,,,,,,
2018-01-05,17429.5,,,,,,,,,
2018-01-06,17527.0,,,,,,,,,
2018-01-07,16477.6,,,,,,,,,
2018-01-08,15170.1,,,,,,,,,
2018-01-09,14595.4,,,,,,,,,
2018-01-10,14973.3,,,,,,,,,
2018-01-11,13405.8,,,,,,,,,
2018-01-12,13980.6,,,,,,,,,
2018-01-13,14360.2,,,,,,,,,
2018-01-14,13772.0,,,,,,,,,
2018-01-15,13819.8,,,,,,,,,
2018-01-16,11490.5,,,,,,,,,
2018-01-17,11188.6,,,,,,,,,
2018-01-18,11474.9,,,,,,,,,
2018-01-19,11607.4,,,,,,,,,
2018-01-20,12899.2,,,,,,,,,
2018-01-21,11600.1,,,,,,,,,
2018-01-22,10931.4,,,,,,,,,
2018-01-23,10868.4,,,,,,,,,
2018-01-24,11359.4,,,,,,,,,
2018-01-25,11259.4,,,,,,,,,
2018-01-26,11171.4,,,,,,,,,
2018-01-27,11440.7,,,,,,,,,
2018-01-28,11786.3,,,,,,,,,
2018-01-29,11296.4,,,,,,,,,
2018-01-30,10106.3,,,,,,,,,
2018-01-31,10221.1,,,,,,,,,
2018-02-01,9170.54,,,,,,,,,
2018-02-02,8830.75,,,,,,,,,
2018-02-03,9174.91,,,,,,,,,
2018-02-04,8277.01,,,,,,,,,
2018-02-05,6955.27,,,,,,,,,
2018-02-06,7754.0,,,,,,,,,
2018-02-07,7621.3,,,,,,,,,
2018-02-08,8265.59,,,,,,,,,
2018-02-09,8736.98,,,,,,,,,
2018-02-10,8621.9,,,,,,,,,
2018-02-11,8129.97,,,,,,,,,
2018-02-12,8926.57,,,,,,,,,
2018-02-13,8598.31,,,,,,,,,
2018-02-14,9494.63,,,,,,,,,
2018-02-15,10166.4,,,,,,,,,
2018-02-16,10233.9,,,,,,,,,
2018-02-17,11112.7,,,,,,,,,
2018-02-18,10551.8,,,,,,,,,
2018-02-19,11225.3,,,,,,,,,
2018-02-20,11403.7,,,,,,,,,
2018-02-21,10690.4,,,,,,,,,
2018-02-22,10005.0,,,,,,,,,
2018-02-23,10301.1,,,,,,,,,
2018-02-24,9813.07,,,,,,,,,
2018-02-25,9664.73,,,,,,,,,
2018-02-26,10366.7,,,,,,,,,
2018-02-27,10725.6,,,,,,,,,
2018-02-28,10397.9,,,,,,,,,
2018-03-01,10951.0,,,,,,,,,
2018-03-02,11086.4,,,,,,,,,
2018-03-03,11489.7,,,,,,,,,
2018-03-04,11512.6,,,,,,,,,
2018-03-05,11573.3,,,,,,,,,
2018-03-06,10779.9,,,,,,,,,
2018-03-07,9965.57,,,,,,,,,
2018-03-08,9395.01,,,,,,,,,
2018-03-09,9337.55,,,,,,,,,
2018-03-10,8866.0,,,,,,,,,
2018-03-11,9578.63,,,,,,,,,
2018-03-12,9205.12,,,,,,,,,
2018-03-13,9194.85,,,,,,,,,
2018-03-14,8269.81,,,,,,,,,
2018-03-15,8300.86,,,,,,,,,
2018-03-16,8338.35,,,,,,,,,
2018-03-17,7916.88,,,,,,,,,
2018-03-18,8223.68,,,,,,,,,
2018-03-19,8630.65,,,,,,,,,
2018-03-20,8913.47,,,,,,,,,
2018-03-21,8929.28,,,,,,,,,
2018-03-22,8728.47,,,,,,,,,
2018-03-23,8879.62,,,,,,,,,
2018-03-24,8668.12,,,,,,,,,
2018-03-25,8495.78,,,,,,,,,
2018-03-26,8209.4,,,,,,,,,
2018-03-27,7833.04,,,,,,,,,
2018-03-28,7954.48,,,,,,,,,
2018-03-29,7165.7,,,,,,,,,
2018-03-30,6890.52,,,,,,,,,
2018-03-31,6973.53,,,,,,,,,
2018-04-01,6844.23,,,,,,,,,
2018-04-02,7083.8,,,,,,,,,
2018-04-03,7456.11,,,,,,,,,
2018-04-04,6853.84,,,,,,,,,
2018-04-05,6811.47,,,,,,,,,
2018-04-06,6636.32,,,,,,,,,
2018-04-07,6911.09,,,,,,,,,
2018-04-08,7023.52,,,,,,,,,
2018-04-09,6770.73,,,,,,,,,
2018-04-10,6834.76,,,,,,,,,
2018-04-11,6968.32,,,,,,,,,
2018-04-12,7889.25,,,,,,,,,
2018-04-13,7895.96,,,,,,,,,
2018-04-14,7986.24,,,,,,,,,
2018-04-15,8329.11,,,,,,,,,
2018-04-16,8058.67,,,,,,,,,
2018-04-17,7902.09,,,,,,,,,
2018-04-18,8163.42,,,,,,,,,
2018-04-19,8294.31,,,,,,,,,
2018-04-20,8845.83,,,,,,,,,
2018-04-21,8895.58,,,,,,,,,
2018-04-22,8802.46,,,,,,,,,
2018-04-23,8930.88,,,,,,,,,
2018-04-24,9697.5,,,,,,,,,
2018-04-25,8845.74,,,,,,,,,
2018-04-26,9281.51,7727.762,8947.946,8705.292,8889.249,7808.911,8865.222,8945.176,8853.607,8860.04
2018-04-27,8987.05,8082.8193,9394.467,9093.497,9331.623,8166.0635,9303.375,9392.326,9292.779,9299.152
2018-04-28,9348.48,7839.432,9092.678,8808.568,9032.377,7924.684,9007.264,9090.1045,8997.073,8998.778
2018-04-29,9419.08,8133.626,9463.141,9128.313,9399.308,8220.985,9370.744,9461.103,9361.31,9362.619
2018-04-30,9240.55,8189.4653,9537.648,9179.96,9470.866,8161.498,9441.775,9536.733,9432.897,9431.949
2018-05-01,9119.01,8043.0845,9354.536,9001.834,9289.288,8015.1216,9260.667,9353.326,9252.511,9269.629
2018-05-02,9235.92,7943.466,9229.933,8876.322,9165.685,7915.5093,9136.894,9228.527,9129.417,9164.708
2018-05-03,9743.86,8039.2896,9349.789,8970.624,9284.226,8011.3276,9252.933,9348.57,9246.302,9301.603
2018-05-04,9700.76,8455.913,9871.012,9425.74,9800.241,8427.955,9762.606,9870.665,9757.4,9836.685
