Date,bitcoin,prediccion_f5v1n4e30(2)
2017-05-25,2304.98,
2017-05-26,2202.42,
2017-05-27,2038.87,
2017-05-28,2155.8,
2017-05-29,2255.61,
2017-05-30,2175.47,
2017-05-31,2286.41,
2017-06-01,2407.88,
2017-06-02,2488.55,
2017-06-03,2515.35,
2017-06-04,2511.81,
2017-06-05,2686.81,
2017-06-06,2863.2,
2017-06-07,2732.16,
2017-06-08,2805.62,
2017-06-09,2823.81,
2017-06-10,2947.71,
2017-06-11,2958.11,
2017-06-12,2659.63,
2017-06-13,2717.02,
2017-06-14,2506.37,
2017-06-15,2464.58,
2017-06-16,2518.56,
2017-06-17,2655.88,
2017-06-18,2548.29,
2017-06-19,2589.6,
2017-06-20,2721.79,
2017-06-21,2689.1,
2017-06-22,2705.41,
2017-06-23,2744.91,
2017-06-24,2608.72,
2017-06-25,2589.41,
2017-06-26,2478.45,
2017-06-27,2552.45,
2017-06-28,2574.79,
2017-06-29,2539.32,
2017-06-30,2480.84,
2017-07-01,2434.55,
2017-07-02,2506.47,
2017-07-03,2564.06,
2017-07-04,2601.64,
2017-07-05,2601.99,
2017-07-06,2608.56,
2017-07-07,2518.66,
2017-07-08,2571.34,
2017-07-09,2518.44,
2017-07-10,2372.56,
2017-07-11,2337.79,
2017-07-12,2398.84,
2017-07-13,2357.9,
2017-07-14,2233.34,
2017-07-15,1998.86,
2017-07-16,1929.82,
2017-07-17,2228.41,
2017-07-18,2318.88,
2017-07-19,2273.43,
2017-07-20,2817.6,
2017-07-21,2667.76,
2017-07-22,2810.12,
2017-07-23,2730.4,
2017-07-24,2754.86,
2017-07-25,2576.48,
2017-07-26,2529.45,
2017-07-27,2671.78,
2017-07-28,2809.01,
2017-07-29,2726.45,
2017-07-30,2757.18,
2017-07-31,2875.34,
2017-08-01,2718.26,
2017-08-02,2710.67,
2017-08-03,2804.73,
2017-08-04,2895.89,
2017-08-05,3252.91,
2017-08-06,3213.94,
2017-08-07,3378.94,
2017-08-08,3419.94,
2017-08-09,3342.47,
2017-08-10,3381.28,
2017-08-11,3650.62,
2017-08-12,3884.71,
2017-08-13,4073.26,
2017-08-14,4325.13,
2017-08-15,4181.93,
2017-08-16,4376.63,
2017-08-17,4331.69,
2017-08-18,4160.62,
2017-08-19,4193.7,
2017-08-20,4087.66,
2017-08-21,4001.74,
2017-08-22,4100.52,
2017-08-23,4151.52,
2017-08-24,4334.68,
2017-08-25,4371.6,
2017-08-26,4352.4,
2017-08-27,4382.88,
2017-08-28,4382.66,
2017-08-29,4579.02,
2017-08-30,4565.3,
2017-08-31,4703.39,
2017-09-01,4892.01,
2017-09-02,4578.77,
2017-09-03,4582.96,
2017-09-04,4236.31,
2017-09-05,4376.53,
2017-09-06,4597.12,
2017-09-07,4599.88,
2017-09-08,4228.75,
2017-09-09,4226.06,
2017-09-10,4122.94,
2017-09-11,4161.27,
2017-09-12,4130.81,
2017-09-13,3882.59,
2017-09-14,3154.95,
2017-09-15,3637.52,
2017-09-16,3625.04,
2017-09-17,3582.88,
2017-09-18,4065.2,
2017-09-19,3924.97,
2017-09-20,3905.95,
2017-09-21,3631.04,
2017-09-22,3630.7,
2017-09-23,3792.4,
2017-09-24,3682.84,
2017-09-25,3926.07,
2017-09-26,3892.35,
2017-09-27,4200.67,
2017-09-28,4174.73,
2017-09-29,4163.07,
2017-09-30,4338.71,
2017-10-01,4403.74,
2017-10-02,4409.32,
2017-10-03,4317.48,
2017-10-04,4229.36,
2017-10-05,4328.41,
2017-10-06,4370.81,
2017-10-07,4426.89,
2017-10-08,4610.48,
2017-10-09,4772.02,
2017-10-10,4781.99,
2017-10-11,4826.48,
2017-10-12,5446.91,
2017-10-13,5647.21,
2017-10-14,5831.79,
2017-10-15,5678.19,
2017-10-16,5725.59,
2017-10-17,5605.51,
2017-10-18,5590.69,
2017-10-19,5708.52,
2017-10-20,6011.45,
2017-10-21,6031.6,
2017-10-22,6008.42,
2017-10-23,5930.32,
2017-10-24,5526.64,
2017-10-25,5750.8,
2017-10-26,5904.83,
2017-10-27,5780.9,
2017-10-28,5753.09,
2017-10-29,6153.85,
2017-10-30,6130.53,
2017-10-31,6468.4,
2017-11-01,6767.31,
2017-11-02,7078.5,
2017-11-03,7207.76,
2017-11-04,7379.95,
2017-11-05,7407.41,
2017-11-06,7022.76,
2017-11-07,7144.38,2927.828
2017-11-08,7459.69,2944.6196
2017-11-09,7143.58,2966.7283
2017-11-10,6618.14,2970.226
2017-11-11,6357.6,2920.5354
2017-11-12,5950.07,2936.4072
2017-11-13,6559.49,2976.8652
2017-11-14,6635.75,2936.303
2017-11-15,7315.54,2866.679
2017-11-16,7871.69,2831.156
2017-11-17,7708.99,2774.3013
2017-11-18,7790.15,2858.7395
2017-11-19,8036.49,2869.056
2017-11-20,8200.64,2958.4932
2017-11-21,8071.26,3028.2131
2017-11-22,8253.55,3008.1418
2017-11-23,8038.77,3018.188
2017-11-24,8253.69,3048.2676
2017-11-25,8790.92,3067.9658
2017-11-26,9330.55,3052.463
2017-11-27,9818.35,3074.2566
2017-11-28,10058.8,3048.5427
2017-11-29,9888.61,3074.2727
2017-11-30,10233.6,3136.5146
2017-12-01,10975.6,3196.0525
2017-12-02,11074.6,3247.3179
2017-12-03,11323.2,3271.7039
2017-12-04,11657.2,3254.5034
2017-12-05,11916.7,3289.0684
2017-12-06,14291.5,3359.4197
